filename,true_class,predicted_class,confidence,correct
Common Water Hyacinth (Eichornia crassipes)\augmented_image_147.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7913902,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_148.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.791453,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_149.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.791453,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_15.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7870057,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_150.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.791453,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_151.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79490304,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_152.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79490304,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_153.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.789364,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_154.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7866226,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_155.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7866226,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_156.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7860121,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_157.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.790446,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_158.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7888516,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_159.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7867509,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_16.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78743005,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_160.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7953754,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_161.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7953754,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_162.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7953754,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_163.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7953754,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_164.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80601925,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_165.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79986423,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_166.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7905855,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_167.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7905855,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_168.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78986365,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_169.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7931424,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_17.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.785831,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_170.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7836588,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_171.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7836588,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_172.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7836588,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_173.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78981364,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_174.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78914326,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_175.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7887743,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_176.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7883168,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_177.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.787968,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_178.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7855419,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_179.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.788918,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_18.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7842235,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_180.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79783493,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_181.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7947559,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_182.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79599285,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_183.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8005711,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_184.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80303276,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_185.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8026852,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_186.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79803365,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_187.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7929897,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_188.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7980695,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_189.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80577,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_19.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7844041,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_190.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80577,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_191.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80577,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_192.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8079486,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_193.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8061964,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_194.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.809674,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_195.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8097732,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_196.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8098027,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_197.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7872899,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_198.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78443813,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_199.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78865767,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_2.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79432166,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_20.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7853677,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_200.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7888631,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_201.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7853953,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_202.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7860335,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_203.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7884931,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_204.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7884881,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_205.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8001221,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_206.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8001221,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_207.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8001221,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_208.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7951056,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_209.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79163444,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_21.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7842235,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_210.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79108614,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_211.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80066997,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_212.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7997934,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_213.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80050004,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_214.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7943858,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_215.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7905594,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_216.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79049426,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_217.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80181795,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_218.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.800128,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_219.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7855195,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_22.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79988235,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_220.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78779256,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_221.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7854923,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_222.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7937984,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_223.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7957265,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_224.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7953962,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_225.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7956583,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_226.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7913041,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_227.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79312164,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_228.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79603356,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_229.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7920708,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_23.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79988235,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_230.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7882491,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_231.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79457307,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_232.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.82309514,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_233.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8178778,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_234.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7920241,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_235.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7891665,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_236.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.791453,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_237.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7920797,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_238.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7932991,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_239.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7905855,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_24.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79123265,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_240.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7915579,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_241.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7946753,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_242.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7892952,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_243.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7911818,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_244.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7946753,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_245.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79294664,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_246.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79380274,False
